sample_id,CR.20.Cecal,CR.21.Cecal,CR.22.Cecal,CR.23.Cecal,Env.10.Cecal,Env.11.Cecal,Env.12.Cecal,Env.13.Cecal,Jax.40.Cecal,Jax.41.Cecal,Jax.42.Cecal,Jax.43.Cecal,Tac.30.Cecal,Tac.31.Cecal,Tac.32.Cecal,CR.20.Stool,CR.21.Stool,CR.22.Stool,CR.23.Stool,Evn.10.Stool,Env.11.Stool,Env.12.Stool,Jax.40.Stool,Jax.41.Stool,Jax.42.Stool,Jax.43.Stool,Tac.30.Stool,Tac.31.Stool,Tac.32.Stool,Tac.33.Stool
CR.20.Cecal,0,0.048877755782262756,0.045502803762396155,0.08552619369982023,0.3042238607232858,0.2601138140335849,0.1971204514584134,0.22725456316425352,0.46886191030590213,0.4495268633078542,0.4696713029796914,0.3846684919933777,0.368392177674118,0.36743498029822796,0.3689120890496735,0.1270917368703787,0.11688599374703017,0.10109903542985127,0.1548004887712876,0.25121223580785035,0.21910691477977384,0.24328527989246931,0.5990502202500865,0.5521262466943258,0.5551185137278061,0.40265302226221306,0.42009710687166735,0.38877625928593407,0.405277241147353,0.3959202381212393
CR.21.Cecal,0.048877755782262756,0,0.047916618554781465,0.08165596648507424,0.3173824081635495,0.26805837260431575,0.20699775557255515,0.23501845367963972,0.4778149074352808,0.46649207766555745,0.47976452573961453,0.39539713033819346,0.3860189584412399,0.3860949592906111,0.3879534621948278,0.12626596072215837,0.13139123434125768,0.12090016861076243,0.14021648456998675,0.2433652284725653,0.23590092912559385,0.2540811617219272,0.6075012469248139,0.5590953273291348,0.5700321771807337,0.41847820782465744,0.431352332911708,0.4040363955380044,0.4238471800833951,0.4067190773895156
CR.22.Cecal,0.045502803762396155,0.047916618554781465,0,0.09304060232157707,0.29607118569766894,0.24860867475531373,0.1910095541482908,0.21807477539688336,0.4640058347216366,0.447423126157172,0.4650805807097403,0.3748904285106366,0.36592875502508365,0.36627305393132253,0.3685473657723187,0.1293801372495903,0.12000512096552218,0.09624166511869633,0.1564290957582124,0.24709330595864537,0.2177900544320297,0.23507174949292242,0.5925304350752413,0.5461600429005606,0.5567824451556127,0.39747864710727965,0.4103408370402575,0.38261178162545595,0.40321207769829737,0.3846802101484471
CR.23.Cecal,0.08552619369982023,0.08165596648507424,0.09304060232157707,0,0.33859968070417923,0.3031350442194592,0.23995339956574097,0.2730841274321496,0.5133992513106592,0.5001363185643934,0.516371518273019,0.43311626052031427,0.4028789723371296,0.4017622358968769,0.4037796594074878,0.1599203704208538,0.17997159313092675,0.15645679967360293,0.11609065743521235,0.26706555032319285,0.27340893975096836,0.289228989517834,0.6321077666009474,0.5880530865600133,0.5929955096316757,0.45243581016509105,0.4512781749008672,0.42576509717330713,0.4394459377606623,0.4311423656104044
Env.10.Cecal,0.3042238607232858,0.3173824081635495,0.29607118569766894,0.33859968070417923,0,0.12971886989911474,0.2201196182549538,0.15292611514933074,0.37803136609251753,0.34396065439167706,0.3812348636951288,0.2973543098507022,0.16220120159168952,0.15184759304700754,0.18702640577254365,0.3663702203610517,0.24362785011608862,0.2525597744867745,0.430905925013534,0.3644910785686566,0.21144203659555977,0.3019245085551564,0.49829287022655555,0.5033672408888379,0.45670357222156854,0.34369829907538263,0.20470053138702538,0.15726961589341384,0.307909394128459,0.1641687540599983
Env.11.Cecal,0.2601138140335849,0.26805837260431575,0.24860867475531373,0.3031350442194592,0.12971886989911474,0,0.17664372674436363,0.11281315023418999,0.3552145691172448,0.3314202628003128,0.35442713242042834,0.2495051131779294,0.20820440589321887,0.20302749662148506,0.22068463050179687,0.3005153714205381,0.20114673193238172,0.21433822965835803,0.37742393358457266,0.29326647314057896,0.14773674968913517,0.24105061953233778,0.48854928420400767,0.44358108669510843,0.45366526400811186,0.2743352835492669,0.24376932370274218,0.2158877189053681,0.30202739557100944,0.22810028790642292
Env.12.Cecal,0.1971204514584134,0.20699775557255515,0.1910095541482908,0.23995339956574097,0.2201196182549538,0.17664372674436363,0,0.12353434052713422,0.4169156081505941,0.39998913078823217,0.4108134036507367,0.30891253996969814,0.31436709633862686,0.31528738780390675,0.31826588200023237,0.2250559985642508,0.15652154090358975,0.15873812208529864,0.3093317116433151,0.18881682499991354,0.10738394266861918,0.1499370455341541,0.549300906988354,0.48515324714795627,0.5167443248954473,0.3322558637199995,0.3612765065045546,0.32863013044053624,0.3587609647685824,0.3322644203290116
Env.13.Cecal,0.22725456316425352,0.23501845367963972,0.21807477539688336,0.2730841274321496,0.15292611514933074,0.11281315023418999,0.12353434052713422,0,0.3835994691570384,0.3567315380452468,0.38277163017843163,0.2772652833832165,0.24491840938346193,0.24520312691561819,0.24964617171884024,0.27720685642922516,0.17161100324152279,0.17841128969441858,0.35449678228297243,0.26083819789012785,0.12675672771299906,0.19696341160178144,0.5161656732356975,0.47126048316109187,0.4751637195423184,0.3118970674784494,0.2885002535000517,0.25491296103430977,0.31492384630474657,0.2592881016726299
Jax.40.Cecal,0.46886191030590213,0.4778149074352808,0.4640058347216366,0.5133992513106592,0.37803136609251753,0.3552145691172448,0.4169156081505941,0.3835994691570384,0,0.08760207151649453,0.0397004145939335,0.1690954968784879,0.33317395775626557,0.35468054661966275,0.3038874788392478,0.48422970876248583,0.4280030344377854,0.44174965103234887,0.5566368200333458,0.4885054933179962,0.37818973302486925,0.3753235225329955,0.16474310415870272,0.15626930706684847,0.12885703021410372,0.1699171682757236,0.30702466167091624,0.3732427408903128,0.2227423037752692,0.35120872981053963
Jax.41.Cecal,0.4495268633078542,0.46649207766555745,0.447423126157172,0.5001363185643934,0.34396065439167706,0.3314202628003128,0.39998913078823217,0.3567315380452468,0.08760207151649453,0,0.0784460480553186,0.13468159816378944,0.295756336782446,0.3207768895799141,0.2735428605501997,0.48589397540425133,0.4057284848908855,0.41854244722666845,0.5581765490746441,0.4932531236074803,0.3643876372989018,0.36730127895265147,0.2239881278478508,0.20760762119237508,0.1752056736300321,0.15089498654252514,0.2709363020988428,0.3367574163386723,0.2156276545123305,0.311011918915156
